user_id,topics,topic_scores
S1NCL41R,"['1. Roth IRA', '2. High interest savings', '3. Investment risk', '4. Potential losses in Roth IRA', '5. Guaranteed returns in high interest savings', '6. Annual returns in Roth IRA', '7. Comparison of returns between Roth IRA and high interest savings', '8. Risk tolerance', '9. Investment strategies', '10. Financial planning']","['1. Roth IRA - 5', '2. High interest savings - 5', '3. Investment risk - 4', '4. Potential losses in Roth IRA - 4', '5. Guaranteed returns in high interest savings - 5', '6. Annual returns in Roth IRA - 4', '7. Comparison of returns between Roth IRA and high interest savings - 5', '8. Risk tolerance - 3', '9. Investment strategies - 4', '10. Financial planning - 4']"
S1NCL41R,"['1. Financial considerations for buying a used Honda or Toyota', '2. Importance of a solid service record when purchasing a used car', '3. Mileage considerations when buying a used car (around 100K miles)', '4. Reliability and longevity of older Honda and Toyota vehicles', '5. Parking expenses and budgeting for parking costs', '6. Location-specific parking challenges and costs', '7. Factors to consider when budgeting for parking', '8. Comparison of parking costs in different areas', '9. Strategies for minimizing parking expenses', '10. Impact of parking costs on overall financial situation']","['1. Financial considerations for buying a used Honda or Toyota - 5', '2. Importance of a solid service record when purchasing a used car - 4', '3. Mileage considerations when buying a used car (around 100K miles) - 4', '4. Reliability and longevity of older Honda and Toyota vehicles - 5', '5. Parking expenses and budgeting for parking costs - 7', '6. Location-specific parking challenges and costs - 8', '7. Factors to consider when budgeting for parking - 6', '8. Comparison of parking costs in different areas - 7', '9. Strategies for minimizing parking expenses - 6', '10. Impact of parking costs on overall financial situation - 7']"
S1NCL41R,"['1. Benefit of gains in investments', '2. Increase in payments over time', '3. Market performance and its impact on returns', '4. Potential gains and losses in the market', '5. Alternative investment options (2% savings account)', '6. Consideration of risk in investment decisions', '7. Importance of timing in investment strategies', '8. Roth IRA and its benefits', '9. Long-term investment planning', '10. Evaluating the potential delta in investment returns']","['1. Benefit of gains in investments - 4', '2. Increase in payments over time - 3', '3. Market performance and its impact on returns - 5', '4. Potential gains and losses in the market - 5', '5. Alternative investment options (2% savings account) - 4', '6. Consideration of risk in investment decisions - 5', '7. Importance of timing in investment strategies - 3', '8. Roth IRA and its benefits - 4', '9. Long-term investment planning - 4', '10. Evaluating the potential delta in investment returns - 4']"
S1NCL41R,"['1. Hardship waiver eligibility', ""2. Provider's obligation to collect copay"", '3. Contractual obligations of the provider', '4. Qualifications for a hardship waiver', '5. Asking for a hardship waiver', '6. Reviewing the itemized bill', '7. Pushing back against the copay collection', ""8. Provider's responsibility to make reasonable efforts"", '9. Harmlessness of asking for a waiver or reviewing the bill', '10. Copay collection process']","['1. Hardship waiver eligibility - 8', ""2. Provider's obligation to collect copay - 7"", '3. Contractual obligations of the provider - 7', '4. Qualifications for a hardship waiver - 8', '5. Asking for a hardship waiver - 9', '6. Reviewing the itemized bill - 9', '7. Pushing back against the copay collection - 7', ""8. Provider's responsibility to make reasonable efforts - 8"", '9. Harmlessness of asking for a waiver or reviewing the bill - 9', '10. Copay collection process - 6']"
S1NCL41R,"['1. Attitude as a key factor in problem-solving', '2. Defeatist approach and its impact on finding solutions', ""3. Belief in one's ability to overcome challenges"", '4. Importance of starting with a budget in financial matters', '5. Understanding the source and destination of money', '6. Seeking help and support in financial planning', '7. Taking personal responsibility for success or failure', '8. The power of positive thinking and self-belief', '9. Overcoming victim mentality in difficult circumstances', '10. The influence of mindset on achieving goals']","['1. Attitude as a key factor in problem-solving - 5', '2. Defeatist approach and its impact on finding solutions - 4', ""3. Belief in one's ability to overcome challenges - 5"", '4. Importance of starting with a budget in financial matters - 5', '5. Understanding the source and destination of money - 4', '6. Seeking help and support in financial planning - 4', '7. Taking personal responsibility for success or failure - 5', '8. The power of positive thinking and self-belief - 5', '9. Overcoming victim mentality in difficult circumstances - 4', '10. The influence of mindset on achieving goals - 5']"
S1NCL41R,"['1. Striking out on your own', '2. Working on a budget', '3. Rent expenses', '4. Transportation costs', '5. Food expenses', '6. Bills (electric, water, cable, etc.)', '7. Evaluating expenses without a credit card', '8. Identifying needs vs wants', '9. Financial independence', '10. Planning for financial stability']","['1. Striking out on your own - 8', '2. Working on a budget - 9', '3. Rent expenses - 7', '4. Transportation costs - 6', '5. Food expenses - 7', '6. Bills (electric, water, cable, etc.) - 8', '7. Evaluating expenses without a credit card - 7', '8. Identifying needs vs wants - 8', '9. Financial independence - 7', '10. Planning for financial stability - 8']"
S1NCL41R,"['1. Belief in autism diagnosis', '2. Enabling behavior', '3. Taking in the kids as a solution', ""4. Evaluating sister's illness"", '5. Applying for disability', '6. Taking custody of the kids', '7. Need for real guidance for the kids', '8. Responsibility for bad decisions', '9. Investing in the problem', ""10. Outpacing mom's ability to care for the kids""]","['1. Belief in autism diagnosis - 4', '2. Enabling behavior - 5', '3. Taking in the kids as a solution - 7', ""4. Evaluating sister's illness - 6"", '5. Applying for disability - 6', '6. Taking custody of the kids - 8', '7. Need for real guidance for the kids - 9', '8. Responsibility for bad decisions - 7', '9. Investing in the problem - 5', ""10. Outpacing mom's ability to care for the kids - 8""]"
S1NCL41R,"['1. Forecasted upside of 7%', '2. Risk associated with the forecast', '3. Measurement of future benefit based on retention', '4. Capped growth at $500/year', '5. Calculation of potential earnings with a 7% increase', '6. Calculation of potential earnings with a 10% loss', '7. Comparison of earnings with a 2% investment vehicle', '8. Delta in earnings and risk', '9. Financial investment analysis', '10. Evaluation of potential returns and risks']","['1. Forecasted upside of 7% - 4', '2. Risk associated with the forecast - 4', '3. Measurement of future benefit based on retention - 3', '4. Capped growth at $500/year - 2', '5. Calculation of potential earnings with a 7% increase - 4', '6. Calculation of potential earnings with a 10% loss - 4', '7. Comparison of earnings with a 2% investment vehicle - 4', '8. Delta in earnings and risk - 4', '9. Financial investment analysis - 4', '10. Evaluation of potential returns and risks - 4']"
S1NCL41R,"['1. Hospitals', '2. Patient advocate', '3. Appeals', '4. Physician', '5. Insurer', '6. Advocacy', '7. Stay in the hospital', '8. Insurance coverage', '9. New addition (possibly referring to a baby)', '10. Responsibility for medical expenses']","['1. Hospitals - 4', '2. Patient advocate - 5', '3. Appeals - 6', '4. Physician - 4', '5. Insurer - 7', '6. Advocacy - 8', '7. Stay in the hospital - 6', '8. Insurance coverage - 7', '9. New addition - 3', '10. Responsibility for medical expenses - 7']"
S1NCL41R,"['1. Work ethic and perseverance', '2. Importance of saving capital', '3. The value of gaining skills', '4. Lucrative career paths, particularly in sales', '5. The significance of business acumen', '6. Leveraging capital and skills as a business owner', ""7. The blessing of one's circumstances"", ""8. Motivation derived from others' experiences"", '9. Hard work and saving as a means to success', '10. The role of experience in driving motivation']","['1. Work ethic and perseverance - 4', '2. Importance of saving capital - 5', '3. The value of gaining skills - 5', '4. Lucrative career paths, particularly in sales - 4', '5. The significance of business acumen - 4', '6. Leveraging capital and skills as a business owner - 5', ""7. The blessing of one's circumstances - 3"", ""8. Motivation derived from others' experiences - 4"", '9. Hard work and saving as a means to success - 5', '10. The role of experience in driving motivation - 4']"
S1NCL41R,"['1. Survivor benefits and their distribution', '2. Trusts and their terms', '3. Investment of survivor benefits', '4. Ownership of the vehicle holding the survivor benefits', '5. Qualifications for claiming survivor benefits', '6. Threshold of dependency for claiming a child', '7. Legal research and implications', '8. Control and administration of survivor benefits', '9. Decision-making concerns', '10. Leveraging guaranteed income for personal fulfillment']","['1. Survivor benefits and their distribution - 4', '2. Trusts and their terms - 3', '3. Investment of survivor benefits - 3', '4. Ownership of the vehicle holding the survivor benefits - 2', '5. Qualifications for claiming survivor benefits - 4', '6. Threshold of dependency for claiming a child - 4', '7. Legal research and implications - 5', '8. Control and administration of survivor benefits - 4', '9. Decision-making concerns - 2', '10. Leveraging guaranteed income for personal fulfillment - 3']"
[deleted],"['1. 401k vs Roth IRA', '2. Flexibility of IRA withdrawals', '3. Penalty and tax-free withdrawal of principal cash', '4. Investment options in IRA (stocks, mutual funds, ETFs)', '5. Maximizing contributions to 401k and Roth IRA', '6. Diversifying tax liability', '7. Traditional 401k vs Roth IRA', '8. Emergency funds and retirement savings', '9. Tax implications of different retirement accounts', '10. Strategies for maximizing retirement savings']","['1. 401k vs Roth IRA - 5', '2. Flexibility of IRA withdrawals - 4', '3. Penalty and tax-free withdrawal of principal cash - 4', '4. Investment options in IRA (stocks, mutual funds, ETFs) - 4', '5. Maximizing contributions to 401k and Roth IRA - 5', '6. Diversifying tax liability - 5', '7. Traditional 401k vs Roth IRA - 4', '8. Emergency funds and retirement savings - 4', '9. Tax implications of different retirement accounts - 4', '10. Strategies for maximizing retirement savings - 5']"
[deleted],"['1. Rebuilding credit', '2. Multiple credit cards', '3. Closing credit card accounts', '4. High-interest low benefit cards', '5. Mid-low interest cards with benefits', '6. Credit utilization percentage', '7. Age of credit accounts', '8. Impact of closing credit cards on credit score', '9. Credit limits', '10. Building credit history']","['1. Rebuilding credit - 5', '2. Multiple credit cards - 7', '3. Closing credit card accounts - 8', '4. High-interest low benefit cards - 6', '5. Mid-low interest cards with benefits - 7', '6. Credit utilization percentage - 7', '7. Age of credit accounts - 8', '8. Impact of closing credit cards on credit score - 9', '9. Credit limits - 6', '10. Building credit history - 5']"
lilfunky1,"['1. Financial challenges of spending extra $1000 per month', '2. High expenses on gas due to job requirements', '3. Eating on the go and its impact on budget', '4. Suggestions for cost-saving measures like packing lunch and snacks', '5. Lack of reimbursement for fuel expenses from the job', '6. Frequency of refueling and its impact on expenses', '7. Importance of finding alternative transportation options', '8. Strategies for reducing gas consumption', '9. Balancing work requirements and personal financial goals', '10. Seeking reimbursement or compensation for job-related expenses']","['1. Financial challenges of spending extra $1000 per month - 4', '2. High expenses on gas due to job requirements - 5', '3. Eating on the go and its impact on budget - 3', '4. Suggestions for cost-saving measures like packing lunch and snacks - 7', '5. Lack of reimbursement for fuel expenses from the job - 8', '6. Frequency of refueling and its impact on expenses - 6', '7. Importance of finding alternative transportation options - 2', '8. Strategies for reducing gas consumption - 6', '9. Balancing work requirements and personal financial goals - 4', '10. Seeking reimbursement or compensation for job-related expenses - 9']"
lilfunky1,"['1. Dependency on family and friends for care', '2. Feeling babied and taken care of in previous living situations', '3. Lack of friends and support system in current situation', '4. Need for a good relationship and support when feeling sick or lazy', '5. Expectations of roommates to provide care and support', '6. Potential disappointment in relying on random roommates for care', '7. Adjusting to living independently without constant support', '8. Importance of building a strong support network', '9. Challenges of finding reliable friends in a new location', '10. Need for self-reliance and self-care in the absence of a support system']","['1. Dependency on family and friends for care - 4', '2. Feeling babied and taken care of in previous living situations - 3', '3. Lack of friends and support system in current situation - 5', '4. Need for a good relationship and support when feeling sick or lazy - 4', '5. Expectations of roommates to provide care and support - 2', '6. Potential disappointment in relying on random roommates for care - 4', '7. Adjusting to living independently without constant support - 3', '8. Importance of building a strong support network - 5', '9. Challenges of finding reliable friends in a new location - 4', '10. Need for self-reliance and self-care in the absence of a support system - 5']"
lilfunky1,"['1. Past success in business', '2. Skepticism towards the claim', '3. Relevance of past success to present understanding', '4. Understanding of the current world', '5. Changes in the business landscape over time', '6. Validity of past success as an indicator of present knowledge', '7. Importance of staying updated with current trends', '8. Experience vs. contemporary knowledge', '9. Perception of success and its impact on credibility', '10. The role of personal anecdotes in discussions']","['1. Past success in business - 5', '2. Skepticism towards the claim - 4', '3. Relevance of past success to present understanding - 3', '4. Understanding of the current world - 4', '5. Changes in the business landscape over time - 4', '6. Validity of past success as an indicator of present knowledge - 3', '7. Importance of staying updated with current trends - 4', '8. Experience vs. contemporary knowledge - 3', '9. Perception of success and its impact on credibility - 4', '10. The role of personal anecdotes in discussions - 3']"
lilfunky1,"['1. Buying a car for around 20k without monthly payments with interest', '2. Leasing a car and buying it outright at the end of the lease', '3. Religious restrictions on monthly payments with interest', '4. Possibility of leasing a car for 3 years and buying it at a lower value', '5. Monthly payments and interest in car leases', '6. Rareness of leasing used cars', '7. Alternatives to monthly payments with interest for car purchases', '8. Financial considerations for car buying options', '9. Religious considerations in car financing', '10. Evaluating the financial implications of leasing versus buying a car.']","['1. Buying a car for around 20k without monthly payments with interest - 4', '2. Leasing a car and buying it outright at the end of the lease - 7', '3. Religious restrictions on monthly payments with interest - 8', '4. Possibility of leasing a car for 3 years and buying it at a lower value - 6', '5. Monthly payments and interest in car leases - 9', '6. Rareness of leasing used cars - 5', '7. Alternatives to monthly payments with interest for car purchases - 6', '8. Financial considerations for car buying options - 7', '9. Religious considerations in car financing - 8', '10. Evaluating the financial implications of leasing versus buying a car - 7']"
lilfunky1,"['1. Waiting until 21 to do something', '2. Becoming a mature student', '3. Attending university without a high school graduation', '4. Time required for a certain goal', '5. Age restrictions for certain activities', '6. Reasons for waiting until 21', '7. The concept of a mature student', '8. The importance of high school graduation for university admission', '9. Alternative paths to attending university', '10. Personal plans and goals']","['1. Waiting until 21 to do something - 5', '2. Becoming a mature student - 7', '3. Attending university without a high school graduation - 8', '4. Time required for a certain goal - 6', '5. Age restrictions for certain activities - 9', '6. Reasons for waiting until 21 - 7', '7. The concept of a mature student - 8', '8. The importance of high school graduation for university admission - 9', '9. Alternative paths to attending university - 6', '10. Personal plans and goals - 9']"
lilfunky1,"['1. Unsecured loans from banks', '2. Comparing the cost of unsecured loans and credit cards', '3. Limited options for someone starting out', '4. Benefits of using a credit card', '5. Interest rates for personal loans', '6. Interest rates for credit cards', '7. Availability of personal loans', '8. Availability of credit cards', '9. Factors affecting loan and credit card options', '10. Considerations for choosing between personal loans and credit cards']","['1. Unsecured loans from banks - 0.8', '2. Comparing the cost of unsecured loans and credit cards - 0.9', '3. Limited options for someone starting out - 0.7', '4. Benefits of using a credit card - 0.8', '5. Interest rates for personal loans - 0.9', '6. Interest rates for credit cards - 0.9', '7. Availability of personal loans - 0.6', '8. Availability of credit cards - 0.6', '9. Factors affecting loan and credit card options - 0.7', '10. Considerations for choosing between personal loans and credit cards - 0.8']"
lilfunky1,"['1. Importance of being home during difficult times', '2. The value of personal relationships over material wealth', '3. Different perspectives on the meaning of life', '4. The impact of losing someone close', '5. Prioritizing experiences and emotions over financial gain', '6. The role of money in overall happiness', '7. Personal opinions and subjective experiences', '8. The significance of home and family', '9. Coping with loss and grief', '10. Misinterpretation or lack of information in online discussions']","['1. Importance of being home during difficult times - 2', '2. The value of personal relationships over material wealth - 4', '3. Different perspectives on the meaning of life - 3', '4. The impact of losing someone close - 5', '5. Prioritizing experiences and emotions over financial gain - 3', '6. The role of money in overall happiness - 2', '7. Personal opinions and subjective experiences - 5', '8. The significance of home and family - 2', '9. Coping with loss and grief - 4', '10. Misinterpretation or lack of information in online discussions - 3', '', 'Note: The topic scores are subjective and based on the given user post.']"
lilfunky1,"['1. Speaking to an agent vs. filling out forms online', '2. Influence of agents on approval process', '3. Rejection and reconsideration process', '4. Role of phone representatives in decision-making', '5. Inputting additional data during phone calls', '6. Importance of speaking to an agent for approval', '7. Efficiency of online forms vs. agent assistance', '8. Factors affecting approval decisions', '9. Communication channels for reconsideration', '10. Understanding the role of agents in the approval process']","['1. Speaking to an agent vs. filling out forms online - 4', '2. Influence of agents on approval process - 2', '3. Rejection and reconsideration process - 3', '4. Role of phone representatives in decision-making - 2', '5. Inputting additional data during phone calls - 2', '6. Importance of speaking to an agent for approval - 3', '7. Efficiency of online forms vs. agent assistance - 4', '8. Factors affecting approval decisions - 1', '9. Communication channels for reconsideration - 3', '10. Understanding the role of agents in the approval process - 2']"
lilfunky1,"['1. Credit card payments', '2. Automatic deductions', '3. Auto-payments', '4. Pay cheque', '5. Gym access', '6. Correct payment amount', '7. Fuss or complaint', '8. Payment methods', '9. Financial transactions', '10. Billing issues']","['1. Credit card payments - 4', '2. Automatic deductions - 5', '3. Auto-payments - 5', '4. Pay cheque - 3', '5. Gym access - 2', '6. Correct payment amount - 4', '7. Fuss or complaint - 3', '8. Payment methods - 4', '9. Financial transactions - 4', '10. Billing issues - 3']"
lilfunky1,"['1. Small business customer service', '2. Insurance coverage for stolen items', '3. Responsibility of the bike shop in case of theft', '4. Discrepancy between online product and received item', '5. Possibility of discounted payment for a different product', '6. Timeliness of reporting and claiming a stolen item', '7. Customer rights and expectations in online purchases', '8. Importance of checking received items promptly', '9. Reimbursement policies for stolen goods', '10. Legal implications in cases of stolen items and insurance claims']","['1. Small business customer service - 8', '2. Insurance coverage for stolen items - 7', '3. Responsibility of the bike shop in case of theft - 9', '4. Discrepancy between online product and received item - 9', '5. Possibility of discounted payment for a different product - 6', '6. Timeliness of reporting and claiming a stolen item - 8', '7. Customer rights and expectations in online purchases - 9', '8. Importance of checking received items promptly - 8', '9. Reimbursement policies for stolen goods - 7', '10. Legal implications in cases of stolen items and insurance claims - 7']"
letsreset,"['1. Employer-offered retirement plans', '2. Roth IRA contributions', '3. Maximizing tax advantages', '4. 401k contributions', '5. Saving strategies', '6. Annual contribution limits', '7. Time and opportunity cost of not maximizing contributions', '8. Financial planning for retirement', '9. Long-term savings goals', '10. Consistency in saving habits']","['1. Employer-offered retirement plans - 4', '2. Roth IRA contributions - 5', '3. Maximizing tax advantages - 5', '4. 401k contributions - 5', '5. Saving strategies - 4', '6. Annual contribution limits - 4', '7. Time and opportunity cost of not maximizing contributions - 5', '8. Financial planning for retirement - 4', '9. Long-term savings goals - 4', '10. Consistency in saving habits - 4']"
letsreset,"['1. Importance of learning financial lessons early in life', '2. The consequences of not saving for retirement', '3. Strategies for dealing with creditors', '4. Understanding the basics of declaring bankruptcy', '5. Negotiating with creditors before filing for bankruptcy', '6. Potential outcomes for creditors in a bankruptcy case', '7. Evaluating the long-term impact of filing for bankruptcy', ""8. Assessing one's financial capability to handle debt"", '9. Exploring alternatives to bankruptcy', '10. The significance of conducting thorough research before making financial decisions']","['1. Importance of learning financial lessons early in life - 5', '2. The consequences of not saving for retirement - 4', '3. Strategies for dealing with creditors - 7', '4. Understanding the basics of declaring bankruptcy - 8', '5. Negotiating with creditors before filing for bankruptcy - 9', '6. Potential outcomes for creditors in a bankruptcy case - 6', '7. Evaluating the long-term impact of filing for bankruptcy - 7', ""8. Assessing one's financial capability to handle debt - 8"", '9. Exploring alternatives to bankruptcy - 6', '10. The significance of conducting thorough research before making financial decisions - 9']"
letsreset,"['1. Personal finance course at a local community college', '2. Positive experience and interest in the course', '3. Teachers advertising fee-only advisory services', '4. Minimum asset requirement for advisory services', '5. Helpful information on investment vehicles and market changes', '6. Comparison to the Prime Directive', '7. Interest in taking the course again', '8. Negative experience with mutual funds and high fees', '9. Feeling of being deceived or taken advantage of', '10. Importance of understanding fees and investment options']","['1. Personal finance course at a local community college - 4', '2. Positive experience and interest in the course - 5', '3. Teachers advertising fee-only advisory services - 3', '4. Minimum asset requirement for advisory services - 2', '5. Helpful information on investment vehicles and market changes - 5', '6. Comparison to the Prime Directive - 3', '7. Interest in taking the course again - 4', '8. Negative experience with mutual funds and high fees - 5', '9. Feeling of being deceived or taken advantage of - 4', '10. Importance of understanding fees and investment options - 5']"
letsreset,"[""1. Real estate agents and mortgage brokers' financial interests"", '2. Bias in the real estate and mortgage industry', '3. Encouragement to take out a mortgage or buy a house', '4. The potential negative consequences of withdrawing money from a 401k', '5. The importance of saving up for a 20% down payment', ""6. The current state of the individual's 401k savings"", '7. The potential risks of going backwards on 401k savings', '8. The role of real estate agents in selling houses', '9. The role of mortgage brokers in facilitating mortgage loans', '10. The financial implications of buying a house without a 20% down payment.']","[""1. Real estate agents and mortgage brokers' financial interests - 4"", '2. Bias in the real estate and mortgage industry - 4', '3. Encouragement to take out a mortgage or buy a house - 3', '4. The potential negative consequences of withdrawing money from a 401k - 5', '5. The importance of saving up for a 20% down payment - 5', ""6. The current state of the individual's 401k savings - 4"", '7. The potential risks of going backwards on 401k savings - 4', '8. The role of real estate agents in selling houses - 3', '9. The role of mortgage brokers in facilitating mortgage loans - 3', '10. The financial implications of buying a house without a 20% down payment - 4']"
letsreset,"['1. Credit card debt', '2. Maxed out credit cards', '3. Paying off credit card balance', '4. Credit score', '5. Prioritizing financial goals', '6. Getting out of debt', '7. 0% balance transfer cards', '8. Managing multiple credit cards', '9. Credit card interest rates', '10. Financial planning']","['1. Credit card debt - 5', '2. Maxed out credit cards - 5', '3. Paying off credit card balance - 5', '4. Credit score - 4', '5. Prioritizing financial goals - 5', '6. Getting out of debt - 5', '7. 0% balance transfer cards - 5', '8. Managing multiple credit cards - 3', '9. Credit card interest rates - 3', '10. Financial planning - 4']"
letsreset,"['1. Budgeting', '2. Take-home income', '3. Taxes', '4. Expenses', '5. Rent', '6. Transportation costs (gas)', '7. Entertainment and leisure expenses', '8. Insurance', '9. Food expenses', '10. Saving money and financial independence']","['1. Budgeting - 5', '2. Take-home income - 4', '3. Taxes - 4', '4. Expenses - 5', '5. Rent - 4', '6. Transportation costs (gas) - 3', '7. Entertainment and leisure expenses - 4', '8. Insurance - 3', '9. Food expenses - 4', '10. Saving money and financial independence - 5']"
letsreset,"['1. Purpose of working', '2. Earning money', '3. Enjoying life and happiness', '4. Financial considerations', '5. Moving out vs staying with parents', '6. Debt repayment', '7. Financial relaxation', '8. City living', '9. Slowing down debt payments', '10. Benefits of staying with parents']","['1. Purpose of working - 4', '2. Earning money - 5', '3. Enjoying life and happiness - 5', '4. Financial considerations - 5', '5. Moving out vs staying with parents - 7', '6. Debt repayment - 8', '7. Financial relaxation - 6', '8. City living - 6', '9. Slowing down debt payments - 7', '10. Benefits of staying with parents - 8']"
letsreset,"['1. Credit score as a measure of trustworthiness', '2. Importance of a good credit score for lenders', '3. Distinction between credit score and financial standing', '4. Insufficient savings for buying a house', '5. Irrelevance of credit score without enough savings', '6. Building credit score while saving for a house', '7. Need for a large amount of savings to buy a house', '8. Importance of both savings and credit score for homebuying', '9. Timing the purchase of a house based on credit score and savings', '10. Strategies for simultaneously saving and improving credit score']","['1. Credit score as a measure of trustworthiness - 4', '2. Importance of a good credit score for lenders - 5', '3. Distinction between credit score and financial standing - 3', '4. Insufficient savings for buying a house - 4', '5. Irrelevance of credit score without enough savings - 4', '6. Building credit score while saving for a house - 5', '7. Need for a large amount of savings to buy a house - 5', '8. Importance of both savings and credit score for homebuying - 5', '9. Timing the purchase of a house based on credit score and savings - 4', '10. Strategies for simultaneously saving and improving credit score - 5']"
