user_id,topics,topic_scores
letsreset,"['1. Organization of personal finances', '2. Knowledge of income, expenses, and debts', '3. Understanding interest rates associated with debts', '4. Lack of specific questions in the post', '5. Request for clarification on the purpose of the post', '6. Analyzing financial information', '7. Importance of financial analysis', '8. Seeking advice or suggestions', '9. Evaluating financial goals', '10. Assessing financial stability']","['1. Organization of personal finances - 4', '2. Knowledge of income, expenses, and debts - 4', '3. Understanding interest rates associated with debts - 3', '4. Lack of specific questions in the post - 2', '5. Request for clarification on the purpose of the post - 5', '6. Analyzing financial information - 4', '7. Importance of financial analysis - 4', '8. Seeking advice or suggestions - 3', '9. Evaluating financial goals - 3', '10. Assessing financial stability - 4']"
letsreset,"['1. Rent vs. mortgage', '2. Responsibilities of renting vs. owning a home', '3. Costs of renting and owning a home', '4. Advantages of renting (e.g., no yard upkeep, no major repair costs)', '5. Disadvantages of renting (e.g., limited control over living space)', '6. Financial considerations in renting vs. buying a home', '7. Importance of patience in homeownership', ""8. Influence of external parties on financial decisions (e.g., finance's boss)"", '9. Personal experiences with renting and homeownership', '10. Future plans for homeownership and associated costs.']","['1. Rent vs. mortgage - 5', '2. Responsibilities of renting vs. owning a home - 4', '3. Costs of renting and owning a home - 5', '4. Advantages of renting - 5', '5. Disadvantages of renting - 3', '6. Financial considerations in renting vs. buying a home - 5', '7. Importance of patience in homeownership - 4', '8. Influence of external parties on financial decisions - 3', '9. Personal experiences with renting and homeownership - 5', '10. Future plans for homeownership and associated costs - 4']"
letsreset,"['1. Income comparison and financial status', '2. Car purchasing decisions and affordability', '3. Temptation to buy new and fancy items', '4. Financial responsibility and living within means', '5. Advice and opinions on car buying', '6. Debt management and retirement planning', '7. Living paycheck to paycheck', '8. Personal control and decision-making', '9. Evaluating car options and price range', '10. Potential consequences of buying an unaffordable car']","['1. Income comparison and financial status - 5', '2. Car purchasing decisions and affordability - 8', '3. Temptation to buy new and fancy items - 7', '4. Financial responsibility and living within means - 9', '5. Advice and opinions on car buying - 6', '6. Debt management and retirement planning - 8', '7. Living paycheck to paycheck - 7', '8. Personal control and decision-making - 9', '9. Evaluating car options and price range - 8', '10. Potential consequences of buying an unaffordable car - 9']"
letsreset,"['1. Posting frequency and its impact on up and down votes', '2. Dealing with negative feedback and not letting it bother you', '3. The relationship between credit score and upvotes/downvotes', '4. The significance of a credit score above 750', '5. Making financial decisions based on what makes the most sense', '6. Shifting focus from credit score to financial sense', '7. Understanding the impact of posting on credit score', '8. Strategies for improving credit score', '9. The importance of credit score in obtaining favorable rates', '10. Balancing online activity with financial priorities']","['1. Posting frequency and its impact on up and down votes - 7', '2. Dealing with negative feedback and not letting it bother you - 9', '3. The relationship between credit score and upvotes/downvotes - 3', '4. The significance of a credit score above 750 - 8', '5. Making financial decisions based on what makes the most sense - 10', '6. Shifting focus from credit score to financial sense - 10', '7. Understanding the impact of posting on credit score - 6', '8. Strategies for improving credit score - 4', '9. The importance of credit score in obtaining favorable rates - 9', '10. Balancing online activity with financial priorities - 8']"
letsreset,"['1. Debt responsibility in a marriage', '2. Student loan default consequences', '3. Financial implications of someone not paying their debt', '4. Joint liability for loans in a marriage', '5. Potential impact on credit scores', '6. Legal options for pursuing repayment', '7. Communication and negotiation in financial matters', '8. Financial planning and budgeting in a marriage', '9. Risks of cosigning loans', '10. Importance of trust and responsibility in financial relationships']","['1. Debt responsibility in a marriage - 9', '2. Student loan default consequences - 8', '3. Financial implications of someone not paying their debt - 9', '4. Joint liability for loans in a marriage - 9', '5. Potential impact on credit scores - 8', '6. Legal options for pursuing repayment - 7', '7. Communication and negotiation in financial matters - 8', '8. Financial planning and budgeting in a marriage - 7', '9. Risks of cosigning loans - 9', '10. Importance of trust and responsibility in financial relationships - 9']"
letsreset,"['1. Debt management', '2. Identifying unnecessary expenses', '3. Prioritizing needs vs wants', '4. Addressing neck and shoulder problems', '5. Seeking affordable solutions for health issues', '6. Evaluating the effectiveness of expensive purchases', '7. Avoiding impulsive spending', '8. Finding alternative remedies for physical discomfort', '9. Financial consequences of unnecessary purchases', '10. Developing a budgeting strategy']","['1. Debt management - 5', '2. Identifying unnecessary expenses - 8', '3. Prioritizing needs vs wants - 7', '4. Addressing neck and shoulder problems - 9', '5. Seeking affordable solutions for health issues - 9', '6. Evaluating the effectiveness of expensive purchases - 8', '7. Avoiding impulsive spending - 7', '8. Finding alternative remedies for physical discomfort - 9', '9. Financial consequences of unnecessary purchases - 8', '10. Developing a budgeting strategy - 6']"
letsreset,"['1. Property investment for cash flow', '2. Real estate market in HCOL areas', '3. Renting vs. buying in HCOL areas', '4. Affordability of housing in the Bay Area', '5. Rental income vs. mortgage payments', '6. Property prices in the Bay Area', '7. Rental market in HCOL areas', '8. Financial feasibility of property investment in HCOL areas', '9. Housing affordability crisis in HCOL areas', '10. Discrepancy between property prices and rental income in the Bay Area']","['1. Property investment for cash flow - 4', '2. Real estate market in HCOL areas - 5', '3. Renting vs. buying in HCOL areas - 4', '4. Affordability of housing in the Bay Area - 5', '5. Rental income vs. mortgage payments - 4', '6. Property prices in the Bay Area - 5', '7. Rental market in HCOL areas - 4', '8. Financial feasibility of property investment in HCOL areas - 4', '9. Housing affordability crisis in HCOL areas - 5', '10. Discrepancy between property prices and rental income in the Bay Area - 5']"
letsreset,"['1. Financial benefits of a 30k raise', '2. Saving for retirement', '3. Living in a more desirable area', '4. Considering a job offer with a higher salary', '5. Evaluating current job satisfaction', '6. Negotiating a raise with the current employer', '7. Balancing financial stability and personal happiness', '8. Weighing the pros and cons of a job change', '9. Exploring the potential impact of a salary increase on lifestyle', '10. Seeking advice on making a decision about a job offer']","['1. Financial benefits of a 30k raise - 4', '2. Saving for retirement - 3', '3. Living in a more desirable area - 3', '4. Considering a job offer with a higher salary - 5', '5. Evaluating current job satisfaction - 4', '6. Negotiating a raise with the current employer - 5', '7. Balancing financial stability and personal happiness - 4', '8. Weighing the pros and cons of a job change - 4', '9. Exploring the potential impact of a salary increase on lifestyle - 4', '10. Seeking advice on making a decision about a job offer - 3']"
letsreset,"['1. Success and data-driven decision making', '2. Transitioning to full-time entrepreneurship', '3. Hiring a full-time employee', '4. Transferring risk to employees', '5. Accelerating timeline for business growth', '6. Balancing a government job with entrepreneurship', '7. Importance of hard numbers and data in business', '8. Evaluating the potential benefits and drawbacks of hiring', '9. Managing risk in business ventures', '10. Considering alternative options for business growth']","['1. Success and data-driven decision making - 4', '2. Transitioning to full-time entrepreneurship - 5', '3. Hiring a full-time employee - 7', '4. Transferring risk to employees - 6', '5. Accelerating timeline for business growth - 6', '6. Balancing a government job with entrepreneurship - 3', '7. Importance of hard numbers and data in business - 8', '8. Evaluating the potential benefits and drawbacks of hiring - 7', '9. Managing risk in business ventures - 6', '10. Considering alternative options for business growth - 5']"
letsreset,"['1. Comparing oneself to others', '2. Desire to ""keep up"" with others', '3. Downsizing as a preferable option', '4. Financial struggles of people living in big houses', '5. Appearances vs. reality of financial stability', '6. Financial intelligence and decision-making', '7. Benefits of downsizing', '8. Societal pressure to have nice cars and big houses', '9. Financial implications of downsizing', '10. Personal satisfaction and contentment with downsizing']","['1. Comparing oneself to others - 4', '2. Desire to ""keep up"" with others - 5', '3. Downsizing as a preferable option - 8', '4. Financial struggles of people living in big houses - 7', '5. Appearances vs. reality of financial stability - 6', '6. Financial intelligence and decision-making - 9', '7. Benefits of downsizing - 8', '8. Societal pressure to have nice cars and big houses - 6', '9. Financial implications of downsizing - 9', '10. Personal satisfaction and contentment with downsizing - 7']"
letsreset,"['1. Importance of professionalism in email communication', ""2. Highlighting positive aspects of the recipient's company"", ""3. Making a strong case for choosing one's services over competitors"", '4. Personalizing the email by mentioning specific company activities or culture', '5. Balancing personal preferences with financial considerations', '6. Crafting a persuasive message to win over the recipient', '7. Emphasizing the value of the services being offered', ""8. Tailoring the email to appeal to the recipient's interests and needs"", ""9. Demonstrating knowledge and research about the recipient's company"", ""10. Considering the financial aspect while maintaining enthusiasm for the recipient's company.""]","['1. Importance of professionalism in email communication - 8', ""2. Highlighting positive aspects of the recipient's company - 9"", ""3. Making a strong case for choosing one's services over competitors - 9"", '4. Personalizing the email by mentioning specific company activities or culture - 7', '5. Balancing personal preferences with financial considerations - 8', '6. Crafting a persuasive message to win over the recipient - 9', '7. Emphasizing the value of the services being offered - 9', ""8. Tailoring the email to appeal to the recipient's interests and needs - 9"", ""9. Demonstrating knowledge and research about the recipient's company - 9"", ""10. Considering the financial aspect while maintaining enthusiasm for the recipient's company - 8""]"
letsreset,"['1. Neck and shoulder issues', '2. New mattress', '3. Consumer debt', '4. Retirement plan', '5. Solving problems', '6. Financial planning', '7. Health and well-being', '8. Investing in quality products', '9. Multiple properties', '10. Retirement funding']","['1. Neck and shoulder issues - 7', '2. New mattress - 8', '3. Consumer debt - 9', '4. Retirement plan - 9', '5. Solving problems - 8', '6. Financial planning - 9', '7. Health and well-being - 8', '8. Investing in quality products - 7', '9. Multiple properties - 6', '10. Retirement funding - 9']"
letsreset,"['1. Roth IRA and investing at a young age', '2. S&P500 index funds', '3. Saving and spending habits', '4. Debt management', '5. High-income earners and spending problems', '6. Choosing a reliable and affordable car', '7. The importance of net worth', '8. Financial independence', '9. Long-term financial planning', '10. Personal finance tips for teenagers']","['1. Roth IRA and investing at a young age - 9', '2. S&P500 index funds - 8', '3. Saving and spending habits - 10', '4. Debt management - 7', '5. High-income earners and spending problems - 6', '6. Choosing a reliable and affordable car - 8', '7. The importance of net worth - 7', '8. Financial independence - 9', '9. Long-term financial planning - 9', '10. Personal finance tips for teenagers - 10']"
letsreset,"[""1. User's opinion on the smart and respectable decisions made by someone"", ""2. Concerns about the potential consequences of giving money to someone's father"", '3. Lack of listening and refusal to take sensible advice by the father', '4. Financial suffering faced by the father due to his own decisions', ""5. The user's stance on not providing financial assistance to the father"", ""6. Potential role of the user's advice in the father's current situation"", ""7. The father's request for money to resolve his problems"", ""8. The user's strong disagreement with helping the father"", ""9. Potential impact of the father's financial situation on his creditors and business partners"", ""10. The user's strong conviction against providing any financial bailout to the father.""]","[""1. User's opinion on the smart and respectable decisions made by someone - 4"", ""2. Concerns about the potential consequences of giving money to someone's father - 7"", '3. Lack of listening and refusal to take sensible advice by the father - 8', '4. Financial suffering faced by the father due to his own decisions - 9', ""5. The user's stance on not providing financial assistance to the father - 10"", ""6. Potential role of the user's advice in the father's current situation - 6"", ""7. The father's request for money to resolve his problems - 8"", ""8. The user's strong disagreement with helping the father - 10"", ""9. Potential impact of the father's financial situation on his creditors and business partners - 7"", ""10. The user's strong conviction against providing any financial bailout to the father - 10""]"
letsreset,"['1. Investment strategies', '2. Financial planning', '3. Risk assessment', '4. Accuracy in investment tracking', '5. Potential financial losses', '6. Importance of monitoring investments', '7. Impact of miscalculations in investments', '8. Investor responsibility', '9. Financial literacy', '10. Investment performance evaluation']","['1. Investment strategies - 4', '2. Financial planning - 3', '3. Risk assessment - 3', '4. Accuracy in investment tracking - 5', '5. Potential financial losses - 4', '6. Importance of monitoring investments - 5', '7. Impact of miscalculations in investments - 5', '8. Investor responsibility - 4', '9. Financial literacy - 3', '10. Investment performance evaluation - 4']"
letsreset,"['1. Interest rate comparison', '2. High Yield Savings Account (HYSA)', '3. Minimum payments', '4. Building an emergency fund (e-fund)', '5. Paying off debt', '6. Math perspective on interest rates', '7. Financial decision-making', '8. Importance of interest rates', '9. Balancing debt repayment and savings', '10. Personal financial goals']","['1. Interest rate comparison - 4', '2. High Yield Savings Account (HYSA) - 3', '3. Minimum payments - 5', '4. Building an emergency fund (e-fund) - 5', '5. Paying off debt - 4', '6. Math perspective on interest rates - 4', '7. Financial decision-making - 4', '8. Importance of interest rates - 4', '9. Balancing debt repayment and savings - 5', '10. Personal financial goals - 4']"
letsreset,"['1. Graduating debt-free', '2. High income after graduation', '3. Maximizing Roth IRA contributions', '4. Setting up for retirement at a young age', '5. Importance of doing well in college', '6. Future earning potential', '7. Balancing studying and work', '8. Success in college and financial future', '9. Strategies for managing college expenses', '10. Financial planning for young adults']","['1. Graduating debt-free - 9', '2. High income after graduation - 8', '3. Maximizing Roth IRA contributions - 7', '4. Setting up for retirement at a young age - 7', '5. Importance of doing well in college - 10', '6. Future earning potential - 9', '7. Balancing studying and work - 6', '8. Success in college and financial future - 10', '9. Strategies for managing college expenses - 8', '10. Financial planning for young adults - 9']"
jlevin860,"['1. Bogleheads', '2. VTSAX (Vanguard Total US Market)', '3. VGTSX (Vanguard Total International)', '4. Asset allocation', '5. Investment ratios', '6. Conservative investment approach', '7. Automatic contributions', '8. Minimum investment requirements', '9. VTI (Vanguard Total Stock Market ETF)', '10. VXUS (Vanguard Total International Stock ETF)']","['1. Bogleheads - 5', '2. VTSAX (Vanguard Total US Market) - 5', '3. VGTSX (Vanguard Total International) - 5', '4. Asset allocation - 4', '5. Investment ratios - 4', '6. Conservative investment approach - 4', '7. Automatic contributions - 3', '8. Minimum investment requirements - 3', '9. VTI (Vanguard Total Stock Market ETF) - 3', '10. VXUS (Vanguard Total International Stock ETF) - 3']"
jlevin860,"['1. Listener demographics of the show', '2. Financial habits and debt management', ""3. The host's approach to addressing financial issues"", '4. The importance of focus in paying off debt', ""5. Disagreement with the host's recommendation on 401k matching"", '6. The psychology behind turning off 401k matching', ""7. The host's target audience and communication style"", ""8. The impact of the host's advice on listeners' financial decisions"", '9. Balancing investments and debt repayment', ""10. The effectiveness of the host's strategies in achieving financial goals""]","['1. Listener demographics of the show - 3', '2. Financial habits and debt management - 4', ""3. The host's approach to addressing financial issues - 4"", '4. The importance of focus in paying off debt - 5', ""5. Disagreement with the host's recommendation on 401k matching - 4"", '6. The psychology behind turning off 401k matching - 3', ""7. The host's target audience and communication style - 4"", ""8. The impact of the host's advice on listeners' financial decisions - 4"", '9. Balancing investments and debt repayment - 4', ""10. The effectiveness of the host's strategies in achieving financial goals - 4""]"
jlevin860,"['1. Investment strategies', '2. Schwab as an investment platform', '3. Cash management with CIT', '4. Using a small Chase account for rental incomes and credit cards', '5. Comparison of different investment platforms (Schwab, CIT, Chase)', '6. Importance of no foreign exchange (FOREX) fees in credit cards', '7. Considering Fidelity as a credit card option', '8. Personal finance and money management', '9. Diversification of investments', '10. Evaluating different financial institutions for specific needs']","['1. Investment strategies - 4', '2. Schwab as an investment platform - 5', '3. Cash management with CIT - 3', '4. Using a small Chase account for rental incomes and credit cards - 4', '5. Comparison of different investment platforms (Schwab, CIT, Chase) - 5', '6. Importance of no foreign exchange (FOREX) fees in credit cards - 4', '7. Considering Fidelity as a credit card option - 3', '8. Personal finance and money management - 4', '9. Diversification of investments - 4', '10. Evaluating different financial institutions for specific needs - 5']"
jlevin860,"['1. Real estate investment strategies', '2. Buying and renting out multi-unit properties', '3. Passive income from rental properties', '4. Financial planning for retirement', '5. Benefits of investing in duplexes or multi-unit properties', '6. Mortgage and loan options for investment properties', '7. Maximizing retirement savings with rental real estate', '8. Long-term financial benefits of rental properties', '9. Considerations for property taxes and insurance costs', '10. Comparison of single-family homes vs. multi-unit properties for investment purposes']","['1. Real estate investment strategies - 5', '2. Buying and renting out multi-unit properties - 5', '3. Passive income from rental properties - 5', '4. Financial planning for retirement - 5', '5. Benefits of investing in duplexes or multi-unit properties - 5', '6. Mortgage and loan options for investment properties - 4', '7. Maximizing retirement savings with rental real estate - 5', '8. Long-term financial benefits of rental properties - 5', '9. Considerations for property taxes and insurance costs - 4', '10. Comparison of single-family homes vs. multi-unit properties for investment purposes - 4']"
jlevin860,"['1. Churning game and credit card strategies', '2. Accumulating multiple credit cards and credit limits', '3. Advantages of signing up for bank sign-up bonuses', ""4. Discover Bank's offer of $150 on $15k deposit"", '5. Potential annual return on bank sign-up bonuses', '6. FDIC insurance and its importance', '7. Considering offers from Citi Bank and Chase', '8. Building up cash before signing up for bank bonuses', '9. Potential risks or mistakes in the churning game', '10. Evaluating the stage of involvement in the churning game']","['1. Churning game and credit card strategies - 4', '2. Accumulating multiple credit cards and credit limits - 5', '3. Advantages of signing up for bank sign-up bonuses - 5', ""4. Discover Bank's offer of $150 on $15k deposit - 4"", '5. Potential annual return on bank sign-up bonuses - 4', '6. FDIC insurance and its importance - 3', '7. Considering offers from Citi Bank and Chase - 4', '8. Building up cash before signing up for bank bonuses - 3', '9. Potential risks or mistakes in the churning game - 3', '10. Evaluating the stage of involvement in the churning game - 4']"
jlevin860,"['1. Talking to a CPA for cost basis', '2. Liquidating stocks and capital gains tax', '3. Using tax-managed strategies in non-IRA accounts', '4. Tax efficiency of mutual funds vs ETF index funds', '5. Considerations for buying mutual funds in non-IRA accounts', '6. Vanguard index funds as a possible option', '7. Dollar amounts and their impact on investment decisions', '8. Dividend index funds as a conservative investment choice', '9. Differentiating between general market index funds and dividend index funds', '10. Overall investment strategies for minimizing taxes and maximizing returns']","['1. Talking to a CPA for cost basis - 5', '2. Liquidating stocks and capital gains tax - 7', '3. Using tax-managed strategies in non-IRA accounts - 6', '4. Tax efficiency of mutual funds vs ETF index funds - 8', '5. Considerations for buying mutual funds in non-IRA accounts - 7', '6. Vanguard index funds as a possible option - 9', '7. Dollar amounts and their impact on investment decisions - 4', '8. Dividend index funds as a conservative investment choice - 8', '9. Differentiating between general market index funds and dividend index funds - 7', '10. Overall investment strategies for minimizing taxes and maximizing returns - 9']"
jlevin860,"['1. Trade settlement process', '2. Cash transfer in investment accounts', '3. Accounting procedures in fund purchases', '4. Temporary absence of funds during trade settlement', '5. Assurance of not losing money during settlement', '6. Timeframe for investment to appear in account', '7. Normality of the described situation', '8. Importance of patience in investment transactions', '9. Understanding investment accounting', '10. Potential concerns during trade settlement']","['1. Trade settlement process - 4', '2. Cash transfer in investment accounts - 5', '3. Accounting procedures in fund purchases - 4', '4. Temporary absence of funds during trade settlement - 5', '5. Assurance of not losing money during settlement - 5', '6. Timeframe for investment to appear in account - 4', '7. Normality of the described situation - 5', '8. Importance of patience in investment transactions - 4', '9. Understanding investment accounting - 4', '10. Potential concerns during trade settlement - 3']"
jlevin860,"['1. Traveling around the world for free', '2. Visiting multiple countries on different continents', '3. Making mortgage payments on credit cards', '4. Earning bonuses through credit card payments', '5. Owning rental properties', '6. Putting 6-8k a month of payments through credit cards', '7. Setting alerts for credit card transactions', '8. Avoiding major fraud issues', '9. Managing finances while traveling', '10. Maximizing credit card benefits']","['1. Traveling around the world for free - 4', '2. Visiting multiple countries on different continents - 5', '3. Making mortgage payments on credit cards - 3', '4. Earning bonuses through credit card payments - 5', '5. Owning rental properties - 3', '6. Putting 6-8k a month of payments through credit cards - 4', '7. Setting alerts for credit card transactions - 4', '8. Avoiding major fraud issues - 4', '9. Managing finances while traveling - 3', '10. Maximizing credit card benefits - 5']"
jlevin860,"['1. Paying off debt to free up cash flow', '2. Considering rental real estate as a wealth-building strategy', '3. Investing in assets with a low initial investment', '4. Potential benefits of real estate appreciation', '5. Doubling money through property value appreciation', '6. Importance of cash flow in financial planning', '7. Strategies for managing and reducing debt', '8. Evaluating the potential return on investment in real estate', '9. Risks and challenges associated with rental real estate', '10. Personal experiences and observations in wealth building through real estate.']","['1. Paying off debt to free up cash flow - 4', '2. Considering rental real estate as a wealth-building strategy - 5', '3. Investing in assets with a low initial investment - 4', '4. Potential benefits of real estate appreciation - 5', '5. Doubling money through property value appreciation - 4', '6. Importance of cash flow in financial planning - 4', '7. Strategies for managing and reducing debt - 3', '8. Evaluating the potential return on investment in real estate - 4', '9. Risks and challenges associated with rental real estate - 3', '10. Personal experiences and observations in wealth building through real estate - 5']"
jlevin860,"['1. User suggestion: Adding a ""trade mutual funds"" tab', '2. User suggestion: Adding a ""trade stocks/etfs"" tab', '3. Mutual funds: Identification through 5-digit symbols (e.g., FSKAX)', '4. Differentiating between mutual funds and stocks/etfs based on symbol length', '5. Understanding the concept of mutual funds', '6. Examples of stock symbols (AAPL, T) and etf symbols (VTI)', '7. Trading mutual funds vs. trading stocks/etfs', '8. Importance of having separate tabs for trading different financial instruments', '9. Benefits of investing in mutual funds', '10. Differences in trading behavior between mutual funds and stocks/etfs']","['1. User suggestion: Adding a ""trade mutual funds"" tab - 8', '2. User suggestion: Adding a ""trade stocks/etfs"" tab - 8', '3. Mutual funds: Identification through 5-digit symbols (e.g., FSKAX) - 7', '4. Differentiating between mutual funds and stocks/etfs based on symbol length - 6', '5. Understanding the concept of mutual funds - 7', '6. Examples of stock symbols (AAPL, T) and etf symbols (VTI) - 6', '7. Trading mutual funds vs. trading stocks/etfs - 7', '8. Importance of having separate tabs for trading different financial instruments - 8', '9. Benefits of investing in mutual funds - 7', '10. Differences in trading behavior between mutual funds and stocks/etfs - 6']"
jlevin860,"['1. Differentiating between an RV and a mobile home', '2. Characteristics of a mobile home (e.g., being a manufactured trailer, fixed location)', '3. Comparison of mobile homes to RVs in terms of mobility and towing', '4. Investment potential of mobile homes', '5. Value appreciation or depreciation of mobile homes', '6. Advantages of renting a mobile home', '7. Importance of saving money', '8. Factors affecting the value of mobile homes', '9. Financial considerations when choosing between buying and renting a mobile home', '10. Long-term financial planning and the role of mobile homes in it']","['1. Differentiating between an RV and a mobile home - 4', '2. Characteristics of a mobile home - 5', '3. Comparison of mobile homes to RVs in terms of mobility and towing - 3', '4. Investment potential of mobile homes - 7', '5. Value appreciation or depreciation of mobile homes - 6', '6. Advantages of renting a mobile home - 8', '7. Importance of saving money - 9', '8. Factors affecting the value of mobile homes - 7', '9. Financial considerations when choosing between buying and renting a mobile home - 8', '10. Long-term financial planning and the role of mobile homes in it - 6']"
jlevin860,"['1. Best national banking options', '2. Pay rates for different states', '3. Banking options in California', '4. Depositing cash for new money bonuses', '5. Using CIT for leftover cash', '6. Earning high interest rates on FDIC insured accounts', ""7. Citi Bank's offer of 16% annual return on a savings account"", ""8. Chase Bank's offer of 4% return on a savings account"", '9. Finding deals and promotions from banks', '10. Maximizing returns on savings through strategic banking choices']","['1. Best national banking options - 4', '2. Pay rates for different states - 3', '3. Banking options in California - 5', '4. Depositing cash for new money bonuses - 7', '5. Using CIT for leftover cash - 6', '6. Earning high interest rates on FDIC insured accounts - 8', ""7. Citi Bank's offer of 16% annual return on a savings account - 9"", ""8. Chase Bank's offer of 4% return on a savings account - 8"", '9. Finding deals and promotions from banks - 9', '10. Maximizing returns on savings through strategic banking choices - 9']"
